home_team,away_team,description,events,release_speed,inning,outs_when_up,pitch_type,stand,type
SF,CWS,ball,,82.9,3,0,Slider,Right,Ball
SF,CWS,called_strike,,82.5,3,0,Slider,Right,Strike
SF,CWS,hit_into_play,field_out,91.8,2,2,Sinker,Left,X
SF,CWS,hit_into_play,field_out,87.2,2,1,Changeup,Left,X
SF,CWS,foul,,86.9,2,1,Changeup,Left,Strike
SF,CWS,called_strike,,93.3,2,1,Sinker,Left,Strike
SF,CWS,swinging_strike,strikeout,91.8,2,0,Sinker,Right,Strike
SF,CWS,ball,,83.8,2,0,Slider,Right,Ball
SF,CWS,foul,,82.2,2,0,Slider,Right,Strike
SF,CWS,called_strike,,92.9,2,0,Sinker,Right,Strike
SF,CWS,swinging_strike,strikeout,84.3,1,2,Slider,Right,Strike
SF,CWS,swinging_strike,,82,1,2,Slider,Right,Strike
SF,CWS,ball,,84.3,1,2,Slider,Right,Ball
SF,CWS,swinging_strike,,83.1,1,2,Slider,Right,Strike
SF,CWS,swinging_strike,strikeout,84.5,1,1,Slider,Right,Strike
SF,CWS,swinging_strike,,82.3,1,1,Slider,Right,Strike
SF,CWS,foul,,91.9,1,1,Sinker,Right,Strike
SF,CWS,hit_into_play,field_out,87.8,1,0,Changeup,Right,X
SF,CWS,ball,,93.5,1,0,Sinker,Right,Ball
SF,CWS,foul,,84.8,1,0,Slider,Right,Strike
SF,CWS,foul,,92.5,1,0,Sinker,Right,Strike
SF,CWS,ball,,90.5,1,0,Sinker,Right,Ball
SF,CIN,hit_into_play,field_out,82.9,6,2,Slider,Right,X
SF,CIN,ball,,91.7,6,2,Sinker,Right,Ball
SF,CIN,ball,,83.8,6,2,Slider,Right,Ball
SF,CIN,swinging_strike,,82.9,6,2,Slider,Right,Strike
SF,CIN,called_strike,,92.2,6,2,Sinker,Right,Strike
SF,CIN,hit_into_play,field_out,81.9,6,1,Slider,Left,X
SF,CIN,ball,,89,6,1,Changeup,Left,Ball
SF,CIN,foul,,93.2,6,1,4-Seam,Left,Strike
SF,CIN,foul,,92.8,6,1,4-Seam,Left,Strike
SF,CIN,foul,,81.6,6,1,Slider,Left,Strike
SF,CIN,ball,,88.1,6,1,Changeup,Left,Ball
SF,CIN,ball,,82.8,6,1,Slider,Left,Ball
SF,CIN,hit_into_play,field_out,82.4,6,0,Slider,Right,X
SF,CIN,ball,,82,6,0,Slider,Right,Ball
SF,CIN,hit_into_play,field_out,82.2,5,2,Slider,Right,X
SF,CIN,ball,,87.1,5,2,Changeup,Right,Ball
SF,CIN,ball,,82.4,5,2,Slider,Right,Ball
SF,CIN,swinging_strike,,84,5,2,Slider,Right,Strike
SF,CIN,ball,,83.1,5,2,Slider,Right,Ball
SF,CIN,foul,,92.5,5,2,Sinker,Right,Strike
SF,CIN,hit_by_pitch,hit_by_pitch,92.5,5,2,Sinker,Right,Ball
SF,CIN,called_strike,,82.6,5,2,Slider,Right,Strike
SF,CIN,swinging_strike,strikeout,83.1,5,1,Slider,Right,Strike
SF,CIN,called_strike,,92.5,5,1,Sinker,Right,Strike
SF,CIN,called_strike,,93,5,1,Sinker,Right,Strike
SF,CIN,hit_into_play,field_out,88.2,5,0,Changeup,Right,X
SF,CIN,called_strike,,91.7,5,0,Sinker,Right,Strike
SF,CIN,hit_into_play,grounded_into_double_play,92.5,4,1,Sinker,Right,X
SF,CIN,hit_into_play,single,87.1,4,1,Changeup,Left,X
SF,CIN,ball,,87.6,4,1,Changeup,Left,Ball
SF,CIN,ball,,92.4,4,1,Sinker,Left,Ball
SF,CIN,ball,walk,82.9,4,1,Slider,Right,Ball
SF,CIN,ball,,88.4,4,1,Changeup,Right,Ball
SF,CIN,ball,,87.5,4,1,Changeup,Right,Ball
SF,CIN,ball,,88.7,4,1,Changeup,Right,Ball
SF,CIN,foul,,93.2,4,1,Sinker,Right,Strike
SF,CIN,called_strike,,91.5,4,1,Sinker,Right,Strike
SF,CIN,hit_into_play,field_out,87.3,4,0,Changeup,Left,X
SF,CIN,foul,,83.2,4,0,Slider,Left,Strike
SF,CIN,ball,,86.6,4,0,Changeup,Left,Ball
SF,CIN,hit_into_play,field_out,86.8,3,2,Changeup,Right,X
SF,CIN,ball,,88.4,3,2,Changeup,Right,Ball
SF,CIN,hit_into_play,field_out,83.7,3,1,Slider,Right,X
SF,CIN,ball,,88.3,3,1,Changeup,Right,Ball
SF,CIN,foul,,92.8,3,1,Sinker,Right,Strike
SF,CIN,called_strike,,82.7,3,1,Slider,Right,Strike
SF,CIN,swinging_strike,strikeout,92.7,3,0,Sinker,Right,Strike
SF,CIN,swinging_strike,,81.5,3,0,Slider,Right,Strike
SF,CIN,ball,,86.4,3,0,Changeup,Right,Ball
SF,CIN,ball,,81.9,3,0,Slider,Right,Ball
SF,CIN,called_strike,,92.7,3,0,Sinker,Right,Strike
SF,CIN,swinging_strike,strikeout,88.1,2,2,Changeup,Right,Strike
SF,CIN,blocked_ball,,88.4,2,2,Changeup,Right,Ball
SF,CIN,foul,,93.6,2,2,Sinker,Right,Strike
SF,CIN,called_strike,,82.2,2,2,Slider,Right,Strike
SF,CIN,ball,,84.1,2,2,Slider,Right,Ball
SF,CIN,called_strike,,92.3,2,2,Sinker,Right,Strike
SF,CIN,hit_into_play,single,92.9,2,2,Sinker,Right,X
SF,CIN,foul,,87.3,2,2,Changeup,Right,Strike
SF,CIN,foul,,81.9,2,2,Slider,Right,Strike
SF,CIN,ball,,93.1,2,2,Sinker,Right,Ball
SF,CIN,foul,,87.5,2,2,Changeup,Right,Strike
SF,CIN,ball,,85,2,2,Changeup,Right,Ball
SF,CIN,ball,,83.8,2,2,Slider,Right,Ball
SF,CIN,hit_into_play,fielders_choice,93.8,2,2,Sinker,Right,X
SF,CIN,ball,,82.6,2,2,Slider,Right,Ball
SF,CIN,ball,,83.1,2,2,Slider,Right,Ball
SF,CIN,foul,,93.4,2,2,Sinker,Right,Strike
SF,CIN,ball,walk,86.7,2,2,Changeup,Left,Ball
SF,CIN,ball,,83.3,2,2,Slider,Left,Ball
SF,CIN,ball,,83.7,2,2,Slider,Left,Ball
SF,CIN,foul,,93.4,2,2,Sinker,Left,Strike
SF,CIN,ball,,93.7,2,2,Sinker,Left,Ball
SF,CIN,hit_into_play,field_out,83.8,2,1,Slider,Right,X
SF,CIN,ball,,82.6,2,1,Slider,Right,Ball
SF,CIN,swinging_strike,strikeout,86.7,2,0,Changeup,Left,Strike
SF,CIN,ball,,92.4,2,0,Sinker,Left,Ball
SF,CIN,called_strike,,82.1,2,0,Slider,Left,Strike
SF,CIN,ball,,93.2,2,0,Sinker,Left,Ball
SF,CIN,ball,,86.9,2,0,Changeup,Left,Ball
SF,CIN,called_strike,,87.3,2,0,Changeup,Left,Strike
SF,CIN,hit_into_play,field_out,83.1,1,2,Slider,Right,X
SF,CIN,called_strike,,93.5,1,2,Sinker,Right,Strike
SF,CIN,ball,,84.5,1,2,Slider,Right,Ball
SF,CIN,swinging_strike,,86.3,1,2,Changeup,Right,Strike
SF,CIN,ball,,82.9,1,2,Slider,Right,Ball
SF,CIN,swinging_strike,strikeout,95.1,1,1,Sinker,Right,Strike
SF,CIN,foul,,82.6,1,1,Slider,Right,Strike
SF,CIN,called_strike,,83.1,1,1,Slider,Right,Strike
SF,CIN,called_strike,,94.3,1,1,Sinker,Right,Strike
SF,CIN,ball,,89.2,1,1,Changeup,Right,Ball
SF,CIN,ball,,92.6,1,1,Sinker,Right,Ball
SF,CIN,swinging_strike,strikeout,88.4,1,0,Changeup,Right,Strike
SF,CIN,ball,,83.6,1,0,Slider,Right,Ball
SF,CIN,called_strike,,83.8,1,0,Slider,Right,Strike
SF,CIN,ball,,84.6,1,0,Slider,Right,Ball
SF,CIN,called_strike,,92.4,1,0,Sinker,Right,Strike
ATL,SF,hit_into_play,field_out,90.8,7,2,Sinker,Right,X
ATL,SF,called_strike,,82,7,2,Slider,Right,Strike
ATL,SF,ball,,82.7,7,2,Slider,Right,Ball
ATL,SF,ball,,82.7,7,2,Slider,Right,Ball
ATL,SF,called_strike,,91.4,7,2,Sinker,Right,Strike
ATL,SF,ball,,82.8,7,2,Slider,Right,Ball
ATL,SF,swinging_strike,strikeout,83.5,7,1,Slider,Right,Strike
ATL,SF,foul,,81.7,7,1,Slider,Right,Strike
ATL,SF,swinging_strike,,82.2,7,1,Slider,Right,Strike
ATL,SF,swinging_strike,,83.1,7,1,Slider,Right,Strike
ATL,SF,hit_into_play,field_out,86.8,7,0,Changeup,Right,X
ATL,SF,swinging_strike,strikeout,91.6,6,2,Sinker,Right,Strike
ATL,SF,foul,,81.7,6,2,Slider,Right,Strike
ATL,SF,ball,,83.7,6,2,Slider,Right,Ball
ATL,SF,swinging_strike,,82.9,6,2,Slider,Right,Strike
ATL,SF,swinging_strike,,82.4,6,2,Slider,Right,Strike
ATL,SF,ball,,92.6,6,2,Sinker,Right,Ball
ATL,SF,hit_into_play,field_out,82.9,6,1,Slider,Left,X
ATL,SF,foul,,91.7,6,1,Sinker,Left,Strike
ATL,SF,hit_into_play,single,87.6,6,1,Changeup,Right,X
ATL,SF,ball,,92.4,6,1,Sinker,Right,Ball
ATL,SF,ball,,91.3,6,1,Sinker,Right,Ball
ATL,SF,foul_tip,,91.5,6,1,Sinker,Right,Strike
ATL,SF,foul_tip,,82.5,6,1,Slider,Right,Strike
ATL,SF,ball,,83,6,1,Slider,Right,Ball
ATL,SF,hit_into_play,field_out,88.3,6,0,Changeup,Right,X
ATL,SF,called_strike,,81.8,6,0,Slider,Right,Strike
ATL,SF,ball,,90.8,6,0,Sinker,Right,Ball
ATL,SF,called_strike,,90.6,6,0,Sinker,Right,Strike
ATL,SF,hit_into_play,field_out,82.8,5,2,Slider,Right,X
ATL,SF,hit_into_play,triple,82.7,5,2,Slider,Left,X
ATL,SF,foul,,87.8,5,2,Changeup,Left,Strike
ATL,SF,ball,,81.3,5,2,Slider,Left,Ball
ATL,SF,ball,,92.7,5,2,Sinker,Left,Ball
ATL,SF,hit_into_play,field_out,81.2,5,1,Slider,Right,X
ATL,SF,ball,,83.7,5,1,Slider,Right,Ball
ATL,SF,called_strike,,86.2,5,1,Changeup,Right,Strike
ATL,SF,called_strike,strikeout,92.3,5,0,Sinker,Right,Strike
ATL,SF,foul,,82.5,5,0,Slider,Right,Strike
ATL,SF,called_strike,,92.1,5,0,Sinker,Right,Strike
ATL,SF,hit_into_play,field_out,81.4,4,2,Slider,Right,X
ATL,SF,foul,,92.4,4,2,Sinker,Right,Strike
ATL,SF,ball,,83.5,4,2,Slider,Right,Ball
ATL,SF,called_strike,strikeout,81.4,4,1,Slider,Right,Strike
ATL,SF,foul,,82.7,4,1,Slider,Right,Strike
ATL,SF,called_strike,,86.6,4,1,Changeup,Right,Strike
ATL,SF,ball,,87.5,4,1,Changeup,Right,Ball
ATL,SF,foul,,92.7,4,1,Sinker,Right,Strike
ATL,SF,ball,,87.4,4,1,Changeup,Right,Ball
ATL,SF,hit_into_play,field_out,86.2,4,0,Changeup,Left,X
ATL,SF,ball,,87.7,4,0,Changeup,Left,Ball
ATL,SF,ball,,91.3,4,0,Sinker,Left,Ball
ATL,SF,hit_into_play,force_out,85.7,3,2,Changeup,Right,X
ATL,SF,ball,,87,3,2,Changeup,Right,Ball
ATL,SF,hit_into_play,force_out,82.8,3,1,Slider,Right,X
ATL,SF,foul,,83.3,3,1,Slider,Right,Strike
ATL,SF,foul,,85.2,3,1,Changeup,Right,Strike
ATL,SF,swinging_strike,,92.6,3,1,Sinker,Right,Strike
ATL,SF,ball,,87,3,1,Changeup,Right,Ball
ATL,SF,called_strike,strikeout,86.6,3,0,Changeup,Right,Strike
ATL,SF,foul,,86,3,0,Changeup,Right,Strike
ATL,SF,called_strike,,92.3,3,0,Sinker,Right,Strike
ATL,SF,hit_into_play,single,87.4,3,0,Changeup,Left,X
ATL,SF,swinging_strike,,92.4,3,0,4-Seam,Left,Strike
ATL,SF,called_strike,,81.5,3,0,Slider,Left,Strike
ATL,SF,ball,,82.8,3,0,Slider,Left,Ball
ATL,SF,hit_into_play,grounded_into_double_play,83.4,2,1,Slider,Right,X
ATL,SF,foul,,85.8,2,1,Changeup,Right,Strike
ATL,SF,called_strike,,90.6,2,1,Sinker,Right,Strike
ATL,SF,ball,,90.5,2,1,Sinker,Right,Ball
ATL,SF,hit_into_play,single,81.9,2,1,Slider,Right,X
ATL,SF,foul,,82.2,2,1,Slider,Right,Strike
ATL,SF,ball,,83.6,2,1,Slider,Right,Ball
ATL,SF,foul,,86.3,2,1,Changeup,Right,Strike
ATL,SF,swinging_strike,,91,2,1,Sinker,Right,Strike
ATL,SF,ball,,87.8,2,1,Changeup,Right,Ball
ATL,SF,swinging_strike,strikeout,86,2,0,Changeup,Right,Strike
ATL,SF,foul,,87.3,2,0,Changeup,Right,Strike
ATL,SF,ball,,83,2,0,Slider,Right,Ball
ATL,SF,ball,,82.8,2,0,Slider,Right,Ball
ATL,SF,ball,,84.1,2,0,Slider,Right,Ball
ATL,SF,called_strike,,91.8,2,0,Sinker,Right,Strike
ATL,SF,hit_into_play,home_run,91.4,2,0,Sinker,Right,X
ATL,SF,ball,,86.6,2,0,Changeup,Right,Ball
ATL,SF,ball,,82.5,2,0,Slider,Right,Ball
ATL,SF,ball,,83.3,2,0,Slider,Right,Ball
ATL,SF,called_strike,,91.9,2,0,Sinker,Right,Strike
ATL,SF,hit_into_play,field_out,86.3,1,2,Changeup,Left,X
ATL,SF,foul,,83,1,2,Slider,Left,Strike
ATL,SF,foul,,91.2,1,2,Sinker,Left,Strike
ATL,SF,called_strike,,82.4,1,2,Slider,Left,Strike
ATL,SF,blocked_ball,,87.8,1,2,Changeup,Left,Ball
ATL,SF,ball,,82.9,1,2,Slider,Left,Ball
ATL,SF,hit_into_play,fielders_choice_out,82.6,1,1,Slider,Right,X
ATL,SF,foul,,87.1,1,1,Changeup,Right,Strike
ATL,SF,ball,,83.3,1,1,Slider,Right,Ball
ATL,SF,foul,,91.9,1,1,Sinker,Right,Strike
ATL,SF,hit_into_play,double,92.6,1,1,Sinker,Right,X
ATL,SF,foul,,82.4,1,1,Slider,Right,Strike
ATL,SF,ball,,83.3,1,1,Slider,Right,Ball
ATL,SF,swinging_strike,strikeout,87.7,1,0,Changeup,Right,Strike
ATL,SF,foul,,82.6,1,0,Slider,Right,Strike
ATL,SF,foul,,88.6,1,0,Changeup,Right,Strike
ATL,SF,ball,,88,1,0,Changeup,Right,Ball
ATL,SF,swinging_strike,,87.6,1,0,Changeup,Right,Strike
ATL,SF,foul,,93.2,1,0,Sinker,Right,Strike
ATL,SF,ball,,92.9,1,0,Sinker,Right,Ball
SF,KC,hit_into_play,single,82.4,7,2,Slider,Right,X
SF,KC,ball,,81.9,7,2,Slider,Right,Ball
SF,KC,called_strike,strikeout,86,7,1,Changeup,Left,Strike
SF,KC,foul,,86.8,7,1,Changeup,Left,Strike
SF,KC,ball,,92.7,7,1,4-Seam,Left,Ball
SF,KC,swinging_strike,,85.8,7,1,Changeup,Left,Strike
SF,KC,ball,,83.9,7,1,Slider,Left,Ball
SF,KC,called_strike,,93.1,7,1,Sinker,Left,Strike
SF,KC,hit_into_play,single,86.5,7,1,Changeup,Left,X
SF,KC,ball,,87,7,1,Changeup,Left,Ball
SF,KC,ball,walk,91.8,7,1,Sinker,Left,Ball
SF,KC,ball,,82.6,7,1,Slider,Left,Ball
SF,KC,ball,,86.7,7,1,Changeup,Left,Ball
SF,KC,called_strike,,85.4,7,1,Changeup,Left,Strike
SF,KC,ball,,86.3,7,1,Changeup,Left,Ball
SF,KC,hit_into_play,field_out,81.5,7,0,Slider,Right,X
SF,KC,swinging_strike,,82.9,7,0,Slider,Right,Strike
SF,KC,called_strike,,91.1,7,0,Sinker,Right,Strike
SF,KC,swinging_strike,strikeout,82.6,6,2,Slider,Right,Strike
SF,KC,ball,,83.9,6,2,Slider,Right,Ball
SF,KC,swinging_strike,,91.5,6,2,Sinker,Right,Strike
SF,KC,foul_tip,,83.3,6,2,Slider,Right,Strike
SF,KC,ball,walk,87.5,6,2,Changeup,Left,Ball
SF,KC,ball,,93.7,6,2,4-Seam,Left,Ball
SF,KC,called_strike,,81.6,6,2,Slider,Left,Strike
SF,KC,ball,,86.8,6,2,Changeup,Left,Ball
SF,KC,ball,,92.5,6,2,4-Seam,Left,Ball
SF,KC,called_strike,,82.1,6,2,Slider,Left,Strike
SF,KC,hit_into_play,field_out,81.3,6,1,Slider,Right,X
SF,KC,ball,,82.1,6,1,Slider,Right,Ball
SF,KC,foul,,92.5,6,1,Sinker,Right,Strike
SF,KC,called_strike,,82.3,6,1,Slider,Right,Strike
SF,KC,ball,,81.7,6,1,Slider,Right,Ball
SF,KC,swinging_strike,strikeout,85.3,6,0,Changeup,Left,Strike
SF,KC,foul_bunt,,84.3,6,0,Changeup,Left,Strike
SF,KC,foul,,91.6,6,0,Sinker,Left,Strike
SF,KC,ball,,92,6,0,Sinker,Left,Ball
SF,KC,hit_into_play,single,87.6,6,0,Changeup,Right,X
SF,KC,foul,,81.3,6,0,Slider,Right,Strike
SF,KC,swinging_strike,,82.8,6,0,Slider,Right,Strike
SF,KC,ball,,85.4,6,0,Changeup,Right,Ball
SF,KC,swinging_strike,,81.1,6,0,Slider,Right,Strike
SF,KC,hit_into_play,grounded_into_double_play,92.3,5,1,Sinker,Left,X
SF,KC,ball,,86.9,5,1,Changeup,Left,Ball
SF,KC,ball,,85.5,5,1,Changeup,Left,Ball
SF,KC,called_strike,,91.6,5,1,Sinker,Left,Strike
SF,KC,hit_into_play,single,81.9,5,1,Slider,Left,X
SF,KC,foul,,87.2,5,1,Changeup,Left,Strike
SF,KC,ball,,84.7,5,1,Changeup,Left,Ball
SF,KC,called_strike,,82.3,5,1,Slider,Left,Strike
SF,KC,ball,,82.3,5,1,Slider,Left,Ball
SF,KC,foul_tip,strikeout,86.3,5,0,Changeup,Left,Strike
SF,KC,foul,,85.9,5,0,Changeup,Left,Strike
SF,KC,foul,,92.7,5,0,4-Seam,Left,Strike
SF,KC,swinging_strike,,85.9,5,0,Changeup,Left,Strike
SF,KC,foul,,86.5,5,0,Changeup,Left,Strike
SF,KC,ball,,82.5,5,0,Slider,Left,Ball
SF,KC,ball,,81.2,5,0,Slider,Left,Ball
SF,KC,hit_into_play,field_out,87.3,4,2,Changeup,Right,X
SF,KC,ball,,81.4,4,2,Slider,Right,Ball
SF,KC,swinging_strike,,91,4,2,Sinker,Right,Strike
SF,KC,swinging_strike,strikeout,87.6,4,1,Changeup,Right,Strike
SF,KC,ball,,91.9,4,1,Sinker,Right,Ball
SF,KC,foul,,92.7,4,1,Sinker,Right,Strike
SF,KC,ball,,93.4,4,1,Sinker,Right,Ball
SF,KC,called_strike,,80.4,4,1,Slider,Right,Strike
SF,KC,swinging_strike,strikeout,92.8,4,0,4-Seam,Left,Strike
SF,KC,ball,,81.8,4,0,Slider,Left,Ball
SF,KC,foul,,82.4,4,0,Slider,Left,Strike
SF,KC,called_strike,,87.3,4,0,Changeup,Left,Strike
SF,KC,ball,,79,4,0,Slider,Left,Ball
SF,KC,hit_into_play,grounded_into_double_play,86.9,3,1,Changeup,Right,X
SF,KC,ball,,81.9,3,1,Slider,Right,Ball
SF,KC,called_strike,,91.3,3,1,Sinker,Right,Strike
SF,KC,hit_into_play,single,91.8,3,1,Sinker,Left,X
SF,KC,ball,,80.9,3,1,Slider,Left,Ball
SF,KC,swinging_strike,strikeout,84.1,3,0,Slider,Right,Strike
SF,KC,foul,,87.4,3,0,Changeup,Right,Strike
SF,KC,swinging_strike,,80.8,3,0,Slider,Right,Strike
SF,KC,called_strike,,90.9,3,0,Sinker,Right,Strike
SF,KC,hit_into_play,field_out,82.5,2,2,Slider,Left,X
SF,KC,swinging_strike,,87.4,2,2,Changeup,Left,Strike
SF,KC,blocked_ball,,85.3,2,2,Changeup,Left,Ball
SF,KC,ball,,82.9,2,2,Slider,Left,Ball
SF,KC,called_strike,,82,2,2,Slider,Left,Strike
SF,KC,hit_into_play,field_out,86.8,2,1,Changeup,Left,X
SF,KC,called_strike,,91.2,2,1,Sinker,Left,Strike
SF,KC,ball,walk,85.7,2,1,Changeup,Left,Ball
SF,KC,foul,,92.2,2,1,Sinker,Left,Strike
SF,KC,ball,,81.4,2,1,Slider,Left,Ball
SF,KC,swinging_strike,,87.4,2,1,Changeup,Left,Strike
SF,KC,ball,,86.8,2,1,Changeup,Left,Ball
SF,KC,ball,,82.4,2,1,Slider,Left,Ball
SF,KC,hit_into_play,field_out,83.4,2,0,Slider,Right,X
SF,KC,foul_tip,,86.5,2,0,Changeup,Right,Strike
SF,KC,ball,,82.1,2,0,Slider,Right,Ball
SF,KC,ball,,81.9,2,0,Slider,Right,Ball
SF,KC,called_strike,,82.1,2,0,Slider,Right,Strike
SF,KC,foul_tip,strikeout,87.5,1,2,Changeup,Right,Strike
SF,KC,called_strike,,92.6,1,2,Sinker,Right,Strike
SF,KC,called_strike,,92.1,1,2,Sinker,Right,Strike
SF,KC,ball,,93.3,1,2,Sinker,Right,Ball
SF,KC,ball,,82.6,1,2,Slider,Right,Ball
SF,KC,ball,,84.2,1,2,Slider,Right,Ball
SF,KC,swinging_strike,strikeout,86.2,1,1,Changeup,Left,Strike
SF,KC,ball,,87.6,1,1,Changeup,Left,Ball
SF,KC,ball,,93.8,1,1,4-Seam,Left,Ball
SF,KC,foul,,83.2,1,1,Slider,Left,Strike
SF,KC,ball,,82.8,1,1,Slider,Left,Ball
SF,KC,called_strike,,93.4,1,1,Sinker,Left,Strike
SF,KC,hit_into_play,field_out,93.7,1,0,Sinker,Right,X
SF,KC,called_strike,,91.6,1,0,Sinker,Right,Strike
SF,COL,hit_into_play,field_error,85.3,6,2,Changeup,Left,X
SF,COL,ball,,91.1,6,2,Sinker,Left,Ball
SF,COL,hit_into_play,single,91.1,6,2,Sinker,Right,X
SF,COL,hit_into_play,field_out,91.1,6,1,Sinker,Right,X
SF,COL,foul,,81.7,6,1,Slider,Right,Strike
SF,COL,ball,,85.9,6,1,Changeup,Right,Ball
SF,COL,foul,,91.2,6,1,Sinker,Right,Strike
SF,COL,foul,,85.3,6,1,Changeup,Right,Strike
SF,COL,ball,,81.3,6,1,Slider,Right,Ball
SF,COL,ball,,83.1,6,1,Slider,Right,Ball
SF,COL,foul,,92.5,6,1,Sinker,Right,Strike
SF,COL,foul,,87,6,1,Changeup,Right,Strike
SF,COL,called_strike,,81.3,6,1,Slider,Right,Strike
SF,COL,hit_into_play,field_out,92,6,0,4-Seam,Left,X
SF,COL,ball,,87.4,6,0,Changeup,Left,Ball
SF,COL,swinging_strike,,86.4,6,0,Changeup,Left,Strike
SF,COL,foul_tip,,92.6,6,0,Sinker,Left,Strike
SF,COL,hit_into_play,grounded_into_double_play,92.5,5,1,Sinker,Right,X
SF,COL,called_strike,,92.4,5,1,Sinker,Right,Strike
SF,COL,ball,,81.7,5,1,Slider,Right,Ball
SF,COL,ball,,85.8,5,1,Changeup,Right,Ball
SF,COL,called_strike,,92,5,1,Sinker,Right,Strike
SF,COL,ball,walk,85.7,5,1,Changeup,Right,Ball
SF,COL,ball,,81.8,5,1,Slider,Right,Ball
SF,COL,ball,,80.2,5,1,Slider,Right,Ball
SF,COL,ball,,82,5,1,Slider,Right,Ball
SF,COL,called_strike,,91.7,5,1,Sinker,Right,Strike
SF,COL,called_strike,,82,5,1,Slider,Right,Strike
SF,COL,hit_into_play,double,92.4,5,1,Sinker,Left,X
SF,COL,ball,,80.3,5,1,Slider,Left,Ball
SF,COL,ball,,91.1,5,1,Sinker,Left,Ball
SF,COL,hit_into_play,field_out,84.6,5,0,Changeup,Right,X
SF,COL,hit_into_play,field_out,81.9,4,2,Slider,Right,X
SF,COL,ball,,82.8,4,2,Slider,Right,Ball
SF,COL,called_strike,strikeout,81.7,4,1,Slider,Left,Strike
SF,COL,foul,,87.1,4,1,Changeup,Left,Strike
SF,COL,ball,,93.4,4,1,4-Seam,Left,Ball
SF,COL,called_strike,,87.2,4,1,Changeup,Left,Strike
SF,COL,ball,,87.1,4,1,Changeup,Left,Ball
SF,COL,swinging_strike,,83.2,4,1,Slider,Left,Strike
SF,COL,hit_into_play,field_out,81.5,4,0,Slider,Right,X
SF,COL,called_strike,,92.8,4,0,Sinker,Right,Strike
SF,COL,swinging_strike,,83.2,4,0,Slider,Right,Strike
SF,COL,hit_into_play,single,81.7,4,0,Slider,Right,X
SF,COL,ball,,93.4,4,0,Sinker,Right,Ball
SF,COL,swinging_strike,,92,4,0,Sinker,Right,Strike
SF,COL,hit_into_play,field_error,84.8,4,0,Changeup,Left,X
SF,COL,foul,,93.6,4,0,4-Seam,Left,Strike
SF,COL,foul,,93.4,4,0,Sinker,Left,Strike
SF,COL,swinging_strike,,87.5,4,0,Changeup,Left,Strike
SF,COL,ball,,87.5,4,0,Changeup,Left,Ball
SF,COL,ball,,87.1,4,0,Changeup,Left,Ball
SF,COL,called_strike,,82.1,4,0,Slider,Left,Strike
SF,COL,ball,,83,4,0,Slider,Left,Ball
SF,COL,hit_into_play,single,82.7,4,0,Slider,Right,X
SF,COL,hit_into_play,single,92.7,4,0,Sinker,Right,X
SF,COL,ball,,82.3,4,0,Slider,Right,Ball
SF,COL,called_strike,,92.7,4,0,Sinker,Right,Strike
SF,COL,hit_into_play,field_error,92.8,4,0,4-Seam,Left,X
SF,COL,swinging_strike,,93,4,0,4-Seam,Left,Strike
SF,COL,called_strike,,92.5,4,0,Sinker,Left,Strike
SF,COL,hit_into_play,field_out,82,3,2,Slider,Right,X
SF,COL,foul,,92.9,3,2,Sinker,Right,Strike
SF,COL,called_strike,,93.1,3,2,Sinker,Right,Strike
SF,COL,ball,,92.6,3,2,Sinker,Right,Ball
SF,COL,hit_into_play,field_out,83.2,3,1,Slider,Right,X
SF,COL,foul,,84.8,3,1,Changeup,Right,Strike
SF,COL,ball,,82.5,3,1,Slider,Right,Ball
SF,COL,called_strike,,83.3,3,1,Slider,Right,Strike
SF,COL,hit_into_play,field_out,87.3,3,0,Changeup,Left,X
SF,COL,foul,,94.4,3,0,4-Seam,Left,Strike
SF,COL,ball,,87.6,3,0,Changeup,Left,Ball
SF,COL,foul,,87.9,3,0,Changeup,Left,Strike
SF,COL,ball,,87.3,3,0,Changeup,Left,Ball
SF,COL,called_strike,,81.5,3,0,Slider,Left,Strike
SF,COL,hit_into_play,field_out,92.3,2,2,Sinker,Right,X
SF,COL,foul,,88.2,2,2,Changeup,Right,Strike
SF,COL,foul,,83.4,2,2,Slider,Right,Strike
SF,COL,called_strike,,92.6,2,2,Sinker,Right,Strike
SF,COL,ball,,95,2,2,Sinker,Right,Ball
SF,COL,ball,,82.3,2,2,Slider,Right,Ball
SF,COL,called_strike,,93.6,2,2,Sinker,Right,Strike
SF,COL,swinging_strike,strikeout,82.7,2,1,Slider,Right,Strike
SF,COL,called_strike,,81.9,2,1,Slider,Right,Strike
SF,COL,swinging_strike,,93.2,2,0,Sinker,Right,Strike
SF,COL,hit_into_play,single,87,2,0,Changeup,Left,X
SF,COL,called_strike,,81.4,2,0,Slider,Left,Strike
SF,COL,hit_into_play,field_out,86.4,1,2,Changeup,Right,X
SF,COL,ball,,82.9,1,2,Slider,Right,Ball
SF,COL,swinging_strike,,82.2,1,2,Slider,Right,Strike
SF,COL,foul,,93.7,1,2,Sinker,Right,Strike
SF,COL,swinging_strike,strikeout,82.9,1,1,Slider,Right,Strike
SF,COL,foul,,81.9,1,1,Slider,Right,Strike
SF,COL,ball,,81.8,1,1,Slider,Right,Ball
SF,COL,ball,,81.8,1,1,Slider,Right,Ball
SF,COL,called_strike,,93,1,1,Sinker,Right,Strike
SF,COL,hit_into_play,single,94.1,1,1,Sinker,Left,X
